cod_ibge,code_muni,name,crs,crs2,cod_crs,macro,pop_15,pop_16,pop_17,pop_18,pop_19,pop_20,pop_21,pop_22,pop_23,code_state,abbrev_state,name_state
430825,4308300,Floriano Peixoto,11Âª CRS,11ª CRS,11,Norte,1.762,1.749,1861,1845,1826,1781,1759,1759,1759,43,RS,Rio Grande do Sul
430830,4308409,Fontoura Xavier,06Âª CRS,06ª CRS,6,Norte,10.520,10.514,10307,10253,10179,10130,10093,10093,10093,43,RS,Rio Grande do Sul
430840,4308433,Formigueiro,04Âª CRS,"04ª CRS",4,Centro-Oeste,6.816,6.806,7065,7048,7164,7199,7269,7269,7269,43,RS,Rio Grande do Sul
430843,4308458,Forquetinha,16Âª CRS,16ª CRS,16,Vales,2.510,2.505,2502,2530,2523,2560,2562,2562,2562,43,RS,Rio Grande do Sul
430845,4308508,Fortaleza dos Valos,09Âª CRS,"09ª CRS",9,Missioneira,4.619,4.615,4590,4591,4640,4617,4645,4645,4645,43,RS,Rio Grande do Sul
430850,4308607,Frederico Westphalen,02Âª CRS,02ª CRS,2,Norte,30.800,31.199,31694,32360,33083,33674,34251,34251,34251,43,RS,Rio Grande do Sul
430860,4308656,Garibaldi,05Âª CRS,05ª CRS,5,Serra,33.114,33.534,34648,35067,35359,35880,36433,36433,36433,43,RS,Rio Grande do Sul
430865,4308706,Garruchos,12Âª CRS,12ª CRS,12,Missioneira,2.756,2.822,2906,2940,2976,2907,2924,2924,2924,43,RS,Rio Grande do Sul
430870,4308805,Gaurama,11Âª CRS,11ª CRS,11,Norte,5.880,5.878,5797,5716,5742,5748,5850,5850,5850,43,RS,Rio Grande do Sul
430880,4308854,General Câmara,01Âª CRS,01ª CRS,1,Metropolitana,8.394,8.378,8542,8424,8426,8386,8381,8381,8381,43,RS,Rio Grande do Sul
430885,4308904,Gentil,06Âª CRS,06ª CRS,6,Norte,1.919,1.956,1948,1927,1873,1906,1938,1938,1938,43,RS,Rio Grande do Sul
430890,4309001,Getúlio Vargas,11Âª CRS,11ª CRS,11,Norte,16.975,17.076,17240,17340,17308,17313,17647,17647,17647,43,RS,Rio Grande do Sul
430900,4309050,Giruá,14Âª CRS,14ª CRS,14,Missioneira,16.903,16.965,16382,16206,16172,16172,16249,16249,16249,43,RS,Rio Grande do Sul
430905,4309100,Glorinha,01Âª CRS,01ª CRS,1,Metropolitana,7.419,7.471,7766,7839,7951,7908,8047,8047,8047,43,RS,Rio Grande do Sul
430910,4309126,Gramado,05Âª CRS,05ª CRS,5,Serra,36.071,36.456,37225,37848,38736,39373,39621,39621,39621,43,RS,Rio Grande do Sul
430912,4309159,Gramado dos Loureiros,15Âª CRS,15ª CRS,15,Norte,2.328,2.370,2406,2467,2515,2553,2541,2541,2541,43,RS,Rio Grande do Sul
430915,4309209,Gramado Xavier,13Âª CRS,13ª CRS,13,Vales,3.738,3.750,3969,4019,4050,4015,3941,3941,3941,43,RS,Rio Grande do Sul
430920,4309258,Gravataí,01Âª CRS,01ª CRS,1,Metropolitana,273.611,274.329,276699,277273,277905,277486,277949,277949,277949,43,RS,Rio Grande do Sul
430925,4309308,Guabiju,05Âª CRS,05ª CRS,5,Serra,1.645,1.686,1629,1600,1607,1550,1568,1568,1568,43,RS,Rio Grande do Sul
430930,4309407,Guaíba,01Âª CRS,01ª CRS,1,Metropolitana,100.230,100.226,100963,100677,100072,99226,99202,99202,99202,43,RS,Rio Grande do Sul
430940,4309506,Guaporé,05Âª CRS,05ª CRS,5,Serra,25.041,25.255,25676,26121,26547,27042,27455,27455,27455,43,RS,Rio Grande do Sul
430950,4309555,Guarani das Missões,12Âª CRS,12ª CRS,12,Missioneira,8.146,8.092,8075,8044,7920,7877,7932,7932,7932,43,RS,Rio Grande do Sul
430955,4307104,Harmonia,01Âª CRS,01ª CRS,1,Metropolitana,4.742,4.785,4839,4922,5007,5132,5292,5292,5292,43,RS,Rio Grande do Sul
430710,4307203,Herval,03Âª CRS,03ª CRS,3,Sul,6.488,6.596,6557,6647,6631,6595,6625,6625,6625,43,RS,Rio Grande do Sul
430957,4309571,Herveiras,13Âª CRS,13ª CRS,13,Vales,2.698,2.802,2858,2903,2944,2983,2969,2969,2969,43,RS,Rio Grande do Sul
430960,4309605,Horizontina,14Âª CRS,14ª CRS,14,Missioneira,19.233,19.413,19620,19681,20014,20010,20253,20253,20253,43,RS,Rio Grande do Sul
430965,4309654,Hulha Negra,07Âª CRS,07ª CRS,7,Sul,6.132,6.359,6154,6112,5969,5818,5857,5857,5857,43,RS,Rio Grande do Sul
430970,4309704,Humaitá,17Âª CRS,17ª CRS,17,Missioneira,4.939,4.877,5015,4968,5010,4973,5025,5025,5025,43,RS,Rio Grande do Sul
430975,4309753,Ibarama,08Âª CRS,08ª CRS,8,Vales,4.219,4.269,4293,4327,4235,4216,4132,4132,4132,43,RS,Rio Grande do Sul
430980,4309803,Ibiaçá,06Âª CRS,06ª CRS,6,Norte,4.872,4.823,4810,4809,4888,4933,4931,4931,4931,43,RS,Rio Grande do Sul
430990,4309902,Ibiraiaras,06Âª CRS,06ª CRS,6,Norte,8.214,8.184,8289,8298,8285,8182,8104,8104,8104,43,RS,Rio Grande do Sul
430995,4309951,Ibirapuitã,06Âª CRS,06ª CRS,6,Norte,3.976,3.860,3969,3968,4007,3976,3974,3974,3974,43,RS,Rio Grande do Sul
431000,4310009,Ibirubá,09Âª CRS,"09ª CRS",9,Missioneira,21.020,20.973,21000,21257,21750,22046,22457,22457,22457,43,RS,Rio Grande do Sul
431010,4310108,Igrejinha,01Âª CRS,01ª CRS,1,Metropolitana,33.898,33.942,34254,34909,35603,36352,36922,36922,36922,43,RS,Rio Grande do Sul
431020,4310207,Ijuí,17Âª CRS,17ª CRS,17,Missioneira,85.685,86.392,87585,88467,88301,88879,89067,89067,89067,43,RS,Rio Grande do Sul
431030,4310306,Ilópolis,16Âª CRS,16ª CRS,16,Vales,3.985,4.172,4252,4264,4269,4195,4168,4168,4168,43,RS,Rio Grande do Sul
431033,4310330,Imbé,18Âª CRS,18ª CRS,18,Metropolitana,21.046,21.478,22329,23050,23728,24487,25056,25056,25056,43,RS,Rio Grande do Sul
431036,4310363,Imigrante,16Âª CRS,16ª CRS,16,Vales,3.204,3.175,3249,3317,3403,3454,3490,3490,3490,43,RS,Rio Grande do Sul
431040,4310405,Independência,14Âª CRS,14ª CRS,14,Missioneira,6.903,6.938,6852,6918,6853,6719,6665,6665,6665,43,RS,Rio Grande do Sul
431041,4310413,Inhacorá,17Âª CRS,17ª CRS,17,Missioneira,2.352,2.309,2234,2246,2302,2308,2294,2294,2294,43,RS,Rio Grande do Sul
431043,4310439,Ipê,05Âª CRS,05ª CRS,5,Serra,6.220,6.143,6128,6043,6042,5974,6025,6025,6025,43,RS,Rio Grande do Sul
431046,4310462,Ipiranga do Sul,11Âª CRS,11ª CRS,11,Norte,1.917,1.908,1902,1903,1960,1961,1996,1996,1996,43,RS,Rio Grande do Sul
431050,4310504,Iraí,02Âª CRS,02ª CRS,2,Norte,8.099,8.042,7905,7906,7873,7947,8036,8036,8036,43,RS,Rio Grande do Sul
431053,4310538,Itaara,04Âª CRS,"04ª CRS",4,Centro-Oeste,5.248,5.177,5180,5189,5294,5399,5549,5549,5549,43,RS,Rio Grande do Sul
431055,4310553,Itacurubi,04Âª CRS,"04ª CRS",4,Centro-Oeste,3.295,3.221,3197,3200,3199,3196,3224,3224,3224,43,RS,Rio Grande do Sul
431057,4310579,Itapuca,06Âª CRS,06ª CRS,6,Norte,2.254,2.223,2246,2190,2166,2168,2219,2219,2219,43,RS,Rio Grande do Sul
431060,4310603,Itaqui,10Âª CRS,10ª CRS,10,Centro-Oeste,38.820,38.471,37216,37127,36694,36482,36263,36263,36263,43,RS,Rio Grande do Sul
431065,4310652,Itati,18Âª CRS,18ª CRS,18,Metropolitana,2.646,2.728,2707,2781,2785,2796,2840,2840,2840,43,RS,Rio Grande do Sul
431070,4310702,Itatiba do Sul,11Âª CRS,11ª CRS,11,Norte,3.715,3.694,3658,3678,3649,3582,3518,3518,3518,43,RS,Rio Grande do Sul
431075,4310751,Ivorá,04Âª CRS,"04ª CRS",4,Centro-Oeste,2.051,2.015,2075,2070,2081,2060,2079,2079,2079,43,RS,Rio Grande do Sul
431080,4310801,Ivoti,01Âª CRS,01ª CRS,1,Metropolitana,22.599,22.959,23053,23347,23571,23835,23925,23925,23925,43,RS,Rio Grande do Sul
431085,4310850,Jaboticaba,15Âª CRS,15ª CRS,15,Norte,3.972,3.971,4016,3973,3970,3994,4072,4072,4072,43,RS,Rio Grande do Sul
431087,4310876,Jacuizinho,09Âª CRS,"09ª CRS",9,Missioneira,2.561,2.436,2498,2523,2544,2608,2616,2616,2616,43,RS,Rio Grande do Sul
431090,4310900,Jacutinga,11Âª CRS,11ª CRS,11,Norte,3.474,3.483,3505,3578,3714,3762,3807,3807,3807,43,RS,Rio Grande do Sul
431100,4311007,Jaguarão,03Âª CRS,03ª CRS,3,Sul,28.271,28.358,27589,27393,27336,27403,27574,27574,27574,43,RS,Rio Grande do Sul
431110,4311106,Jaguari,04Âª CRS,"04ª CRS",4,Centro-Oeste,10.999,10.712,10406,10234,10234,10331,10461,10461,10461,43,RS,Rio Grande do Sul
431112,4311122,Jaquirana,05Âª CRS,05ª CRS,5,Serra,4.124,4.183,4138,4065,4079,4088,4114,4114,4114,43,RS,Rio Grande do Sul
431113,4311130,Jari,04Âª CRS,"04ª CRS",4,Centro-Oeste,3.511,3.454,3461,3438,3517,3512,3510,3510,3510,43,RS,Rio Grande do Sul
431115,4311155,Jóia,17Âª CRS,17ª CRS,17,Missioneira,8.248,8.219,8037,8021,7958,7937,7788,7788,7788,43,RS,Rio Grande do Sul
431120,4311205,Júlio de Castilhos,04Âª CRS,"04ª CRS",4,Centro-Oeste,19.580,19.522,18898,18840,18940,18827,18892,18892,18892,43,RS,Rio Grande do Sul
431123,4311239,Lagoa Bonita do Sul,08Âª CRS,08ª CRS,8,Vales,2.735,2.712,2787,2734,2703,2649,2610,2610,2610,43,RS,Rio Grande do Sul
431127,4311304,Lagoa dos Três Cantos,06Âª CRS,06ª CRS,6,Norte,1.870,1.936,1857,1878,1850,1949,1986,1986,1986,43,RS,Rio Grande do Sul
431130,4311254,Lagoa Vermelha,06Âª CRS,06ª CRS,6,Norte,28.510,28.468,27834,27678,27660,27726,27970,27970,27970,43,RS,Rio Grande do Sul
431125,4311270,Lagoão,06Âª CRS,06ª CRS,6,Norte,5.840,5.747,5768,5780,5730,5681,5746,5746,5746,43,RS,Rio Grande do Sul
431140,4311403,Lajeado,16Âª CRS,16ª CRS,16,Vales,80.438,81.507,85929,88261,90944,92843,94929,94929,94929,43,RS,Rio Grande do Sul
431142,4311429,Lajeado do Bugre,15Âª CRS,15ª CRS,15,Norte,2.371,2.378,2500,2510,2544,2570,2649,2649,2649,43,RS,Rio Grande do Sul
431150,4311502,Lavras do Sul,07Âª CRS,07ª CRS,7,Sul,7.460,7.374,7273,7136,7190,7180,7204,7204,7204,43,RS,Rio Grande do Sul
431160,4311601,Liberato Salzano,02Âª CRS,02ª CRS,2,Norte,5.651,5.564,5671,5762,5709,5552,5491,5491,5491,43,RS,Rio Grande do Sul
431162,4311627,Lindolfo Collor,01Âª CRS,01ª CRS,1,Metropolitana,5.653,5.693,5970,6070,6149,6229,6301,6301,6301,43,RS,Rio Grande do Sul
431164,4311643,Linha Nova,05Âª CRS,05ª CRS,5,Serra,1.699,1.775,1869,1910,1880,1843,1784,1784,1784,43,RS,Rio Grande do Sul
431171,4311700,Maçambará,10Âª CRS,10ª CRS,10,Centro-Oeste,4.198,4.406,4460,4553,4544,4575,4599,4599,4599,43,RS,Rio Grande do Sul
431170,4311718,Machadinho,06Âª CRS,06ª CRS,6,Norte,5.842,5.778,5912,5939,5962,5871,5799,5799,5799,43,RS,Rio Grande do Sul
431173,4311734,Mampituba,18Âª CRS,18ª CRS,18,Metropolitana,2.977,3.043,3152,3182,3221,3277,3332,3332,3332,43,RS,Rio Grande do Sul
431175,4311759,Manoel Viana,10Âª CRS,10ª CRS,10,Centro-Oeste,6.601,6.485,6660,6639,6680,6669,6637,6637,6637,43,RS,Rio Grande do Sul
431177,4311775,Maquiné,18Âª CRS,18ª CRS,18,Metropolitana,6.757,6.809,6805,6914,6962,6994,7014,7014,7014,43,RS,Rio Grande do Sul
431179,4311791,Maratá,01Âª CRS,01ª CRS,1,Metropolitana,2.550,2.643,2697,2721,2736,2757,2748,2748,2748,43,RS,Rio Grande do Sul
431180,4311809,Marau,06Âª CRS,06ª CRS,6,Norte,40.559,41.090,41170,42183,43028,43979,44785,44785,44785,43,RS,Rio Grande do Sul
431190,4311908,Marcelino Ramos,11Âª CRS,11ª CRS,11,Norte,4.888,4.938,4873,4927,4897,4801,4718,4718,4718,43,RS,Rio Grande do Sul
431198,4311981,Mariana Pimentel,01Âª CRS,01ª CRS,1,Metropolitana,3.984,4.017,4017,4080,4071,4105,4076,4076,4076,43,RS,Rio Grande do Sul
431200,4312005,Mariano Moro,11Âª CRS,11ª CRS,11,Norte,2.150,2.086,2108,2027,2081,2097,2098,2098,2098,43,RS,Rio Grande do Sul
431205,4312054,Marques de Souza,16Âª CRS,16ª CRS,16,Vales,4.349,4.313,4228,4172,4169,4226,4290,4290,4290,43,RS,Rio Grande do Sul
431210,4312104,Mata,04Âª CRS,"04ª CRS",4,Centro-Oeste,4.762,4.665,4727,4786,4851,4774,4695,4695,4695,43,RS,Rio Grande do Sul
431213,4312138,Mato Castelhano,06Âª CRS,06ª CRS,6,Norte,2.513,2.609,2554,2614,2591,2623,2643,2643,2643,43,RS,Rio Grande do Sul
431215,4312153,Mato Leitão,13Âª CRS,13ª CRS,13,Vales,4.514,4.485,4549,4557,4704,4784,4895,4895,4895,43,RS,Rio Grande do Sul
431217,4312179,Mato Queimado,12Âª CRS,12ª CRS,12,Missioneira,1.877,1.901,1910,1901,1872,1882,1881,1881,1881,43,RS,Rio Grande do Sul
431220,4312203,Maximiliano de Almeida,06Âª CRS,06ª CRS,6,Norte,4.686,4.509,4626,4616,4702,4702,4629,4629,4629,43,RS,Rio Grande do Sul
431225,4312252,Minas do Leão,01Âª CRS,01ª CRS,1,Metropolitana,7.821,7.804,7912,7935,7998,7997,7960,7960,7960,43,RS,Rio Grande do Sul
431230,4312302,Miraguaí,15Âª CRS,15ª CRS,15,Norte,5.165,5.097,5234,5277,5330,5412,5448,5448,5448,43,RS,Rio Grande do Sul
431235,4312351,Montauri,06Âª CRS,06ª CRS,6,Norte,1.601,1.612,1590,1586,1627,1611,1617,1617,1617,43,RS,Rio Grande do Sul
431237,4312377,Monte Alegre dos Campos,05Âª CRS,05ª CRS,5,Serra,3.159,3.225,3231,3229,3215,3192,3217,3217,3217,43,RS,Rio Grande do Sul
431238,4312385,Monte Belo do Sul,05Âª CRS,05ª CRS,5,Serra,2.664,2.704,2709,2789,2887,2949,2967,2967,2967,43,RS,Rio Grande do Sul
431240,4312401,Montenegro,01Âª CRS,01ª CRS,1,Metropolitana,64.505,65.094,66107,66596,67093,67184,67857,67857,67857,43,RS,Rio Grande do Sul
431242,4312427,Mormaço,06Âª CRS,06ª CRS,6,Norte,2.874,2.857,2972,2960,3001,2927,2954,2954,2954,43,RS,Rio Grande do Sul
431244,4312443,Morrinhos do Sul,18Âª CRS,18ª CRS,18,Metropolitana,3.230,3.300,3351,3440,3427,3407,3409,3409,3409,43,RS,Rio Grande do Sul
431245,4312450,Morro Redondo,03Âª CRS,03ª CRS,3,Sul,6.368,6.456,6545,6621,6601,6594,6519,6519,6519,43,RS,Rio Grande do Sul
431247,4312476,Morro Reuter,01Âª CRS,01ª CRS,1,Metropolitana,6.172,6.166,6166,6341,6533,6661,6634,6634,6634,43,RS,Rio Grande do Sul
431250,4312500,Mostardas,18Âª CRS,18ª CRS,18,Metropolitana,12.431,12.583,12590,12486,12494,12439,12582,12582,12582,43,RS,Rio Grande do Sul
431260,4312609,Muçum,16Âª CRS,16ª CRS,16,Vales,5.150,5.139,5243,5292,5310,5271,5174,5174,5174,43,RS,Rio Grande do Sul
431261,4312617,Muitos Capões,05Âª CRS,05ª CRS,5,Serra,3.010,3.057,3095,3153,3103,3087,3002,3002,3002,43,RS,Rio Grande do Sul
431262,4312625,Muliterno,06Âª CRS,06ª CRS,6,Norte,1.902,1.987,2007,2022,1998,1967,1992,1992,1992,43,RS,Rio Grande do Sul
431265,4312658,Não-Me-Toque,06Âª CRS,06ª CRS,6,Norte,17.638,17.655,17932,17962,18191,18466,18866,18866,18866,43,RS,Rio Grande do Sul
431267,4312674,Nicolau Vergueiro,06Âª CRS,06ª CRS,6,Norte,1.834,1.848,1869,1901,1944,1960,1981,1981,1981,43,RS,Rio Grande do Sul
431270,4312708,Nonoai,11Âª CRS,11ª CRS,11,Norte,12.057,12.123,12293,12379,12441,12558,12747,12747,12747,43,RS,Rio Grande do Sul
431275,4312757,Nova Alvorada,06Âª CRS,06ª CRS,6,Norte,3.389,3.413,3428,3458,3468,3483,3509,3509,3509,43,RS,Rio Grande do Sul
431280,4312807,Nova Araçá,05Âª CRS,05ª CRS,5,Serra,4.819,4.990,4972,5059,5192,5427,5595,5595,5595,43,RS,Rio Grande do Sul
431290,4312906,Nova Bassano,05Âª CRS,05ª CRS,5,Serra,8.615,8.648,9023,9058,9112,9135,9296,9296,9296,43,RS,Rio Grande do Sul
431295,4312955,Nova Boa Vista,15Âª CRS,15ª CRS,15,Norte,2.120,2.138,2116,2120,2105,2088,2115,2115,2115,43,RS,Rio Grande do Sul
431300,4313003,Nova Bréscia,16Âª CRS,16ª CRS,16,Vales,3.366,3.332,3275,3305,3376,3274,3234,3234,3234,43,RS,Rio Grande do Sul
431301,4313011,Nova Candelária,14Âª CRS,14ª CRS,14,Missioneira,2.814,2.904,2942,3062,3152,3165,3140,3140,3140,43,RS,Rio Grande do Sul
431303,4313037,Nova Esperança do Sul,04Âª CRS,"04ª CRS",4,Centro-Oeste,4.835,4.995,4903,4966,4979,5032,5057,5057,5057,43,RS,Rio Grande do Sul
431306,4313060,Nova Hartz,01Âª CRS,01ª CRS,1,Metropolitana,19.196,19.172,20029,20175,20362,20474,20899,20899,20899,43,RS,Rio Grande do Sul
431308,4313086,Nova Pádua,05Âª CRS,05ª CRS,5,Serra,2.526,2.519,2633,2641,2691,2672,2657,2657,2657,43,RS,Rio Grande do Sul
431310,4313102,Nova Palma,04Âª CRS,"04ª CRS",4,Centro-Oeste,6.296,6.140,6177,6084,6045,6022,6043,6043,6043,43,RS,Rio Grande do Sul
431320,4313201,Nova Petrópolis,05Âª CRS,05ª CRS,5,Serra,21.511,22.052,22066,22400,22735,23033,23343,23343,23343,43,RS,Rio Grande do Sul
431330,4313300,Nova Prata,05Âª CRS,05ª CRS,5,Serra,25.212,25.382,25371,25850,26206,26943,27266,27266,27266,43,RS,Rio Grande do Sul
431333,4313334,Nova Ramada,17Âª CRS,17ª CRS,17,Missioneira,2.480,2.475,2473,2455,2419,2372,2398,2398,2398,43,RS,Rio Grande do Sul
431335,4313359,Nova Roma do Sul,05Âª CRS,05ª CRS,5,Serra,3.526,3.603,3657,3670,3790,3861,3914,3914,3914,43,RS,Rio Grande do Sul
431337,4313375,Nova Santa Rita,01Âª CRS,01ª CRS,1,Metropolitana,25.275,25.633,27115,27414,27685,28267,29181,29181,29181,43,RS,Rio Grande do Sul
431349,4313466,Novo Barreiro,15Âª CRS,15ª CRS,15,Norte,4.059,4.065,4183,4199,4265,4261,4288,4288,4288,43,RS,Rio Grande do Sul
431339,4313490,Novo Cabrais,08Âª CRS,08ª CRS,8,Vales,3.647,3.588,3667,3796,3879,3992,3990,3990,3990,43,RS,Rio Grande do Sul
431340,4313391,Novo Hamburgo,01Âª CRS,01ª CRS,1,Metropolitana,244.007,243.260,250292,249721,251147,252964,254190,254190,254190,43,RS,Rio Grande do Sul
431342,4313409,Novo Machado,14Âª CRS,14ª CRS,14,Missioneira,3.429,3.389,3558,3645,3631,3621,3583,3583,3583,43,RS,Rio Grande do Sul
431344,4313425,Novo Tiradentes,02Âª CRS,02ª CRS,2,Norte,2.206,2.185,2251,2264,2260,2316,2433,2433,2433,43,RS,Rio Grande do Sul
431346,4313441,Novo Xingu,15Âª CRS,15ª CRS,15,Norte,1.926,1.912,1879,1895,1926,1932,1909,1909,1909,43,RS,Rio Grande do Sul
431350,4313508,Osório,18Âª CRS,18ª CRS,18,Metropolitana,44.713,45.343,45286,46123,46208,46857,47141,47141,47141,43,RS,Rio Grande do Sul
431360,4313607,Paim Filho,06Âª CRS,06ª CRS,6,Norte,4.088,4.021,3986,4021,4012,4006,3939,3939,3939,43,RS,Rio Grande do Sul
431365,4313656,Palmares do Sul,18Âª CRS,18ª CRS,18,Metropolitana,11.560,11.697,11812,12004,12023,12126,12339,12339,12339,43,RS,Rio Grande do Sul
431370,4313706,Palmeira das Missões,15Âª CRS,15ª CRS,15,Norte,35.328,35.549,34824,34855,35084,35040,35311,35311,35311,43,RS,Rio Grande do Sul
431380,4313805,Palmitinho,02Âª CRS,02ª CRS,2,Norte,7.227,7.309,7298,7339,7360,7417,7587,7587,7587,43,RS,Rio Grande do Sul
431390,4313904,Panambi,17Âª CRS,17ª CRS,17,Missioneira,42.225,42.466,43351,43650,43932,44173,44664,44664,44664,43,RS,Rio Grande do Sul
431395,4313953,Pantano Grande,13Âª CRS,13ª CRS,13,Vales,9.917,9.927,10101,10150,10208,10093,9997,9997,9997,43,RS,Rio Grande do Sul
431400,4314001,Paraí,05Âª CRS,05ª CRS,5,Serra,7.194,7.405,7478,7568,7455,7579,7659,7659,7659,43,RS,Rio Grande do Sul
431402,4314027,Paraíso do Sul,04Âª CRS,"04ª CRS",4,Centro-Oeste,7.376,7.573,7539,7572,7455,7508,7538,7538,7538,43,RS,Rio Grande do Sul
431403,4314035,Pareci Novo,01Âª CRS,01ª CRS,1,Metropolitana,4.070,4.068,4164,4177,4266,4381,4588,4588,4588,43,RS,Rio Grande do Sul
431405,4314050,Parobé,01Âª CRS,01ª CRS,1,Metropolitana,53.877,54.114,54465,55423,56134,56895,57289,57289,57289,43,RS,Rio Grande do Sul
431406,4314068,Passa Sete,08Âª CRS,08ª CRS,8,Vales,4.874,4.654,4810,4738,4758,4665,4653,4653,4653,43,RS,Rio Grande do Sul
431407,4314076,Passo do Sobrado,13Âª CRS,13ª CRS,13,Vales,6.167,6.150,6313,6347,6417,6491,6591,6591,6591,43,RS,Rio Grande do Sul
431410,4314100,Passo Fundo,06Âª CRS,06ª CRS,6,Norte,197.206,199.446,199346,202344,205054,207594,210339,210339,210339,43,RS,Rio Grande do Sul
431413,4314134,Paulo Bento,11Âª CRS,11ª CRS,11,Norte,2.014,2.062,2154,2178,2238,2231,2245,2245,2245,43,RS,Rio Grande do Sul
431415,4314159,Paverama,16Âª CRS,16ª CRS,16,Vales,8.760,8.660,8854,8952,9146,9306,9303,9303,9303,43,RS,Rio Grande do Sul
431417,4314175,Pedras Altas,03Âª CRS,03ª CRS,3,Sul,2.042,2.035,2067,2048,2002,1978,1964,1964,1964,43,RS,Rio Grande do Sul
431420,4314209,Pedro Osório,03Âª CRS,03ª CRS,3,Sul,8.202,8.191,7984,7941,7856,7835,7920,7920,7920,43,RS,Rio Grande do Sul
431430,4314308,Pejuçara,17Âª CRS,17ª CRS,17,Missioneira,4.000,3.880,3903,3959,4061,4093,4093,4093,4093,43,RS,Rio Grande do Sul
431440,4314407,Pelotas,03Âª CRS,03ª CRS,3,Sul,342.649,343.148,338766,340630,341389,342090,342221,342221,342221,43,RS,Rio Grande do Sul
431442,4314423,Picada Café,05Âª CRS,05ª CRS,5,Serra,5.434,5.428,5602,5687,5845,5832,5882,5882,5882,43,RS,Rio Grande do Sul
431445,4314456,Pinhal,02Âª CRS,02ª CRS,2,Norte,2.601,2.509,2606,2640,2749,2841,2940,2940,2940,43,RS,Rio Grande do Sul
431446,4314464,Pinhal da Serra,05Âª CRS,05ª CRS,5,Serra,2.207,2.164,2179,2173,2186,2180,2161,2161,2161,43,RS,Rio Grande do Sul
431447,4314472,Pinhal Grande,04Âª CRS,"04ª CRS",4,Centro-Oeste,4.272,4.257,4277,4210,4105,3940,3906,3906,3906,43,RS,Rio Grande do Sul
431449,4314498,Pinheirinho do Vale,02Âª CRS,02ª CRS,2,Norte,4.345,4.513,4598,4647,4653,4696,4860,4860,4860,43,RS,Rio Grande do Sul
431450,4314506,Pinheiro Machado,03Âª CRS,03ª CRS,3,Sul,12.158,12.112,11997,11947,11880,11605,11380,11380,11380,43,RS,Rio Grande do Sul
431454,4314548,Pinto Bandeira,05Âª CRS,05ª CRS,5,Serra,2.951,2.959,3043,3065,3132,3194,3275,3275,3275,43,RS,Rio Grande do Sul
431455,4314555,Pirapó,12Âª CRS,12ª CRS,12,Missioneira,2.619,2.622,2571,2610,2596,2549,2504,2504,2504,43,RS,Rio Grande do Sul
431460,4314605,Piratini,03Âª CRS,03ª CRS,3,Sul,19.496,19.182,19082,18990,18737,18323,18290,18290,18290,43,RS,Rio Grande do Sul
431470,4314704,Planalto,02Âª CRS,02ª CRS,2,Norte,10.426,10.476,10487,10623,10593,10562,10608,10608,10608,43,RS,Rio Grande do Sul
431475,4314753,Poço das Antas,16Âª CRS,16ª CRS,16,Vales,2.032,2.076,2136,2216,2277,2325,2313,2313,2313,43,RS,Rio Grande do Sul
431477,4314779,Pontão,06Âª CRS,06ª CRS,6,Norte,3.784,3.887,3763,3797,3844,3803,3779,3779,3779,43,RS,Rio Grande do Sul
431478,4314787,Ponte Preta,11Âª CRS,11ª CRS,11,Norte,1.618,1.648,1714,1736,1767,1777,1806,1806,1806,43,RS,Rio Grande do Sul
431480,4314803,Portão,01Âª CRS,01ª CRS,1,Metropolitana,33.874,34.087,35058,35388,35521,36027,36535,36535,36535,43,RS,Rio Grande do Sul
431490,4314902,Porto Alegre,01Âª CRS,01ª CRS,1,Metropolitana,1.475.717,1.479.277,1468301,1465430,1460238,1453230,1444714,1444714,1444714,43,RS,Rio Grande do Sul
431500,4315008,Porto Lucena,14Âª CRS,14ª CRS,14,Missioneira,5.177,5.141,5066,5101,5091,5029,5001,5001,5001,43,RS,Rio Grande do Sul
431505,4315057,Porto Mauá,14Âª CRS,14ª CRS,14,Missioneira,2.323,2.319,2395,2410,2407,2464,2487,2487,2487,43,RS,Rio Grande do Sul
431507,4315073,Porto Vera Cruz,14Âª CRS,14ª CRS,14,Missioneira,1.641,1.654,1653,1634,1641,1626,1608,1608,1608,43,RS,Rio Grande do Sul
431510,4315107,Porto Xavier,12Âª CRS,12ª CRS,12,Missioneira,10.601,10.579,10474,10405,10506,10557,10539,10539,10539,43,RS,Rio Grande do Sul
431513,4315131,Pouso Novo,16Âª CRS,16ª CRS,16,Vales,1.751,1.777,1799,1830,1841,1825,1789,1789,1789,43,RS,Rio Grande do Sul
431514,4315149,Presidente Lucena,01Âª CRS,01ª CRS,1,Metropolitana,2.760,2.880,2975,3099,3112,3165,3144,3144,3144,43,RS,Rio Grande do Sul
431515,4315156,Progresso,16Âª CRS,16ª CRS,16,Vales,5.748,5.766,5785,5813,5840,5819,5808,5808,5808,43,RS,Rio Grande do Sul
431517,4315172,Protásio Alves,05Âª CRS,05ª CRS,5,Serra,2.153,2.147,2166,2153,2156,2110,2082,2082,2082,43,RS,Rio Grande do Sul
431520,4315206,Putinga,16Âª CRS,16ª CRS,16,Vales,4.049,4.079,4066,4132,4130,4127,4028,4028,4028,43,RS,Rio Grande do Sul
431530,4315305,Quaraí,10Âª CRS,10ª CRS,10,Centro-Oeste,22.624,22.586,22701,22780,22727,22657,22967,22967,22967,43,RS,Rio Grande do Sul
